name,population
SIOBHAN,6
SION,9
SIRA,3
SIRAJ,8
SIRAT,10
SIRE,5
SIREEN,4
SIRI,3
SIRINE,3
SIRIUS,3
SITARA,7
SITRA,4
SIWAN,4
SIYA,52
SIYAM,4
SIYAN,4
SIYANA,71
SIYANAH,3
SIYARA,5
SIYENNA,3
SIYONA,5
SKAI,3
SKARLET,4
SKENDER,3
SKY,59
SKYE,318
SKYE-LOUISE,3
SKYLA,209
SKYLA-GRACE,4
SKYLA-LOUISE,4
SKYLA-MAE,9
SKYLA-MAI,4
SKYLA-MAY,4
SKYLA-RAE,11
SKYLA-ROSE,27
SKYLAH,19
SKYLAH-ROSE,7
SKYLAR,329
SKYLAR-JADE,3
SKYLAR-LEIGH,3
SKYLAR-MAE,8
SKYLAR-MAI,4
SKYLAR-MARIE,4
SKYLAR-MAY,4
SKYLAR-RAE,12
SKYLAR-ROSE,28
SKYLER,82
SKYLER-ROSE,16
SLOAN,3
SLOANE,33
SMILTE,6
SNIT,4
SNOH,5
SNOW,11
SOEL,3
SOFFIA,8
SOFI,3
SOFIA,1671
SOFIA-ELENA,3
SOFIA-GRACE,3
SOFIA-IOANA,5
SOFIA-MARIA,14
SOFIA-ROSE,11
SOFIAN,5
SOFIANE,4
SOFIE,18
SOFIJA,19
SOFIYA,20
SOFIYAH,3
SOFYA,5
SOHA,12
SOHAIB,5
SOHAIL,7
SOHAM,6
SOHAN,8
SOHRAB,4
SOHUM,3
SOKHNA,4
SOL,29
SOLA,4
SOLEIL,10
SOLENE,3
SOLIANA,11
SOLIN,3
SOLOMON,117
SOLVEIG,3
SOLYANA,5
SOMA,4
SOMAYA,4
SOMTOCHUKWU,4
SONA,4
SONAM,3
SONDOS,5
SONIA,58
SONNI,9
SONNIE,29
SONNY,762
SONNY-JAMES,6
SONNY-LEE,3
SONYA,9
SOPHIA,2019
SOPHIA-GRACE,9
SOPHIA-LOUISE,3
SOPHIA-MAE,9
SOPHIA-MARIA,9
SOPHIA-MARIE,6
SOPHIA-ROSE,21
SOPHIE,1375
SOPHIE-MAY,3
SOPHY,5
SORA,10
SORAIA,5
SORAIYA,5
SORAYA,59
SORAYAH,5
SORCHA,9
SORELLA,4
SOREN,22
SORINA,3
SORIYAH,4
SORREL,3
SOTIRIS,4
SOUFIANE,4
SOUL,13
SOULEYMAN,3
SOULEYMANE,4
SPARSH,3
SPENCER,278
SPIKE,5
SPYRIDON,3
SREYA,4
SRI,7
SRIANSH,3
SRIHITH,3
SRIRAM,3
SRISHTI,4
SRITHIK,3
SRIYANSH,5
SRULI,5
SRULY,7
STACEY,16
STAN,7
STANISLAV,8
STANISLAW,47
STANLEE,3
STANLEY,724
STAR,23
STARLA,14
STARR,10
STAVROS,9
STEELE,3
STEFAN,161
STEFANI,3
STEFANIA,66
STEFANIE,4
STEFANO,8
STEFANOS,13
STEFANUT,3
STEFFAN,22
STELA,3
STELIANA,3
STELLA,148
STELLAN,8
STEPHAN,9
STEPHANIE,55
STEPHEN,80
STERLING,27
STEVE,6
STEVEN,41
STEVIE,112
STEWART,4
STIRLING,22
STORI,3
STORM,83
STORMI,4
STORMY,3
STORY,3
STOYAN,5
STRUAN,10
STUART,8
SU,4
SUAD,3
SUBHAAN,11
SUBHAN,51
SUBHANA,5
SUCCESS,3
SUDAIS,7
SUELA,3
SUFIAN,9
SUFIYAAN,5
SUFIYAN,13
SUFYAAN,13
SUFYAN,36
SUHA,3
SUHAAN,6
SUHAIB,6
SUHAIL,4
SUHAILA,3
SUHAN,3
SUHANA,3
SUHAVI,4
SUHAYB,3
SUHAYLA,8
SUHEYB,4
SUHEYLA,3
SUKAINA,8
SUKAYNA,5
SUKHLEEN,3
SUKHMAN,4
SUKHMANI,20
SUKHRAJ,7
SUKI,24
SULAIMAAN,5
SULAIMAN,90
SULAYMAAN,11
SULAYMAN,69
SULEIMAN,55
SULEMAN,17
SULEYMAN,24
SULIEMAN,5
SULIMAN,7
SULLIVAN,103
SULLY,26
SULTAN,61
SULTANA,3
SUMAIRA,3
SUMAIYA,11
SUMAIYAH,14
SUMAYA,32
SUMAYAH,9
SUMAYYA,12
SUMAYYAH,78
SUMEYYE,3
SUMIYA,3
SUMMAYAH,5
SUMMER,586
SUMMER-LEIGH,4
SUMMER-LOUISE,5
SUMMER-MAE,5
SUMMER-RAE,14
SUMMER-ROSE,33
SUNAINA,5
SUNDAY,41
SUNDUS,7
SUNNI,3
SUNNIE,19
SUNNY,85
SUNSHINE,5
SURAFEL,3
SURAH,6
SURAIYA,11
SURAJ,3
SURAYA,25
SURAYYAH,3
SUREYA,3
SURI,30
SURRAYA,4
SURVEEN,3
SURYA,7
SUSAN,17
SUSANNA,15
SUSANNAH,10
SUSIE,17
SUTTON,11
SUVI,4
SUZANNA,4
SUZANNAH,3
SUZANNE,8
SUZI,5
SUZIE,20
SUZY,3
SVEA,4
SYBIE,3
SYBIL,23
SYDNEE,3
SYDNEY,114
SYDNEY-GRACE,4
SYDNIE,5
SYED,279
SYEDA,164
SYLAS,5
SYLVAN,5
SYLVESTER,20
SYLVI,3
SYLVIA,67
SYLVIA-ROSE,3
SYLVIE,137
SYON,6
SYRA,3
SYRE,4
SYRUS,4
SZOFIA,6
SZYMON,70
T-JAY,5
TAALIA,7
TAALIAH,6
TAALIYAH,5
TAARA,3
TABITA,4
TABITHA,204
TADEUSZ,11
TADGH,4
TADHG,90
TAE,3
TAELYN,3
TAEO,4
TAFARI,8
TAHA,40
TAHANI,4
TAHIR,9
TAHIRA,11
TAHIRAH,4
TAHLIA,49
TAHLIA-ROSE,3
TAHMEED,4
TAHMID,3
TAHNEE,4
TAHORA,3
TAHREEM,3
TAHSIN,6
TAI,9
TAIBA,6
TAIBAH,5
TAIF,8
TAIGH,3
TAIKA,7
TAIM,17
TAIMOOR,16
TAIMUR,15
TAIO,21
TAISIA,7
TAISON,3
TAITE,3
TAJ,5
TAJUS,10
TAJVEER,5
TAJVIR,3
TAKSH,8
TALA,34
TALEEN,10
TALHA,55
TALI,13
TALIA,222
TALIA-MAI,3
TALIA-ROSE,9
TALIAH,32
TALIESIN,12
TALIN,4
TALISA,3
TALITA,3
TALITHA,9
TALIYA,6
TALIYAH,20
TALLIS,4
TALLULA,8
TALLULAH,194
TALLULAH-MAE,3
TALLULAH-RAE,3
TALLULAH-ROSE,6
TALON,3
TALULA,5
TALULAH,14
TALULLA,5
TALULLAH,12
TALYA,20
TAMAR,3
TAMARA,47
TAMEEM,4
TAMIA,6
TAMIM,15
TAMJEED,4
TAMMY,3
TAMSIN,15
TAMZIN,7
TANAKA,6
TANAY,4
TANAYA,8
TANE,5
TANER,5
TANIA,11
TANISH,5
TANISHA,12
TANISHKA,3
TANISHQ,3
TANISI,3
TANIYA,3
TANIYAH,3
TANNER,8
TANSY,5
TANUSH,3
TANVEER,4
TANVI,9
TANWEN,5
TANYA,12
TANZILA,4
TAO,11
TAPIWA,3
TAQWA,12
TARA,52
TARAN,36
TARAOLUWA,8
TAREK,3
TARIAN,3
TARIK,3
TARIQ,17
TARO,3
TARON,35
TARRAN,6
TARYN,7
TASFIA,3
TASHA,4
TASHFEEN,3
TASHVI,5
TASMIA,5
TASMIYAH,3
TASNEEM,32
TASNIM,13
TATE,108
TATIANA,17
TATUM,4
TAUHEED,3
TAURAS,4
TAURIEL,5
TAVGUN,3
TAVIA,4
TAVIAN,3
TAWHEED,3
TAWHID,5
TAWNY,4
TAYA,32
TAYAH,22
TAYAN,4
TAYANA,3
TAYANNA,3
TAYDEN,3
TAYE,5
TAYEM,3
TAYLA,14
TAYLAH,3
TAYLAN,20
TAYLEN,7
TAYLOR,169
TAYLOR-ROSE,4
TAYM,7
TAYMIYYAH,4
TAYO,16
TAYON,6
TAYVON,3
TAYYAB,7
TAYYIBA,3
TEA,3
TEAGAN,24
TEANNA,3
TED,273
TEDDI,19
TEDDIE,169
TEDDIE-JAMES,5
TEDDY,1887
TEDDY-GEORGE,3
TEDDY-JAMES,31
TEDDY-JAY,5
TEDDY-JOE,5
TEDDY-JOHN,7
TEDDY-LEE,13
TEDI,9
TEEGAN,4
TEEJAY,11
TEGAN,29
TEGEN,3
TEGH,18
TEGHVEER,6
TEGID,4
TEGVEER,4
TEHILLA,3
TEHILLAH,3
TEIA,6
TEIFI,4
TEIFION,3
TEIGAN,13
TEILO,11
TEJ,9
TEJA,10
TEJAS,8
TEJVEER,3
TELERI,5
TEMILOLA,3
TEMILOLUWA,5
TEMITAYO,4
TEMPERANCE,8
TENIOLA,4
TENNESSEE,3
TENNYSON,4
TENZIN,4
TEO,74
TEODOR,102
TEODORA,40
TEODORAS,5
TEODORO,3
TEODORS,3
TEOMAN,4
TEON,4
TEONA,9
TERENCE,15
TERESA,22
TEREZA,3
TERRA,3
TERRELL,4
TERRENCE,5
TERRI,3
TERRY,20
TERVEL,3
TESNI,6
TESS,18
TESSA,60
TESSIE,5
TESTIMONY,4
TEYA,13
TEYAH,3
TEYANA,5
THABIT,5
THADDEUS,13
THADY,3
THAI,3
THAIS,3
THALEIA,3
THALIA,87
THALIA-ROSE,6
THANE,3
THANOS,4
THANVI,4
THANVIKA,8
THARA,3
THARUN,3
THEA,917
THEA-MAE,4
THEA-MAY,3
THEA-ROSE,18
THEADORA,53
THEERAN,3
THEIA,95
THEIA-ROSE,3
THELMA,3
THEO,2517
THEO-GEORGE,3
THEO-JAMES,27
THEO-JAY,3
THEO-JOSHUA,4
THEO-LEE,4
THEODEN,6
THEODOR,76
THEODORA,117
THEODORE,2889
THEODORE-JAMES,7
THEODOROS,11
THEODOSIA,3
THEODOSIOS,3
THEON,22
THEOPHILE,3
THEOPHILUS,5
THERESA,15
THESEUS,3
THEYA,3
THIAGO,101
THIERRY,17
THISBE,3
THIYA,7
THIYANA,3
THOMAS,2302
THOMAS-JAMES,11
THOMAS-JAY,3
THOMAS-JOHN,6
THOMAS-JUNIOR,3
THOR,13
THORA,14
THORFINN,3
THORIN,5
THUWAYBAH,3
THYRA,4
TIA,97
TIA-ROSE,3
TIAGO,80
TIAH,3
TIAM,4
TIAN,19
TIANA,85
TIANA-ROSE,4
TIANNA,29
TIANO,3
TIARA,26
TIARAOLUWA,31
TIARNA,5
TIBERIUS,7
TIBO,3
TIBOR,4
TIDUS,3
TIERNAN,19
TIERNEY,3
TIFEOLUWA,3
TIFFANY,62
TIFFANY-ROSE,3
TIGER,18
TIGER-LILY,3
TIGERLILY,18
TIGGY,19
TIGHE,3
TIGRAN,3
TILDA,20
TILI,3
TILLEY,3
TILLIE,74
TILLIE-MAE,3
TILLIE-RAE,5
TILLIE-ROSE,5
TILLY,315
TILLY-MAE,13
TILLY-MAY,4
TILLY-RAE,3
TILLY-ROSE,9
TIM,11
TIMEA,4
TIMEEA,10
TIMMY,3
TIMO,5
TIMOFEY,5
TIMOTEI,19
TIMOTEJ,6
TIMOTHY,113
TIMUR,31
TINA,21
TINASHE,8
TINAYE,4
TINO,3
TINOTENDA,3
TION,16
TIRENIOLUWA,9
TIRZAH,5
TISHA,4
TITAN,4
TITO,4
TITUS,11
TIWALOLA,4
TIWATOPE,3
TIYA,6
TIYANAH,3
TJ,12
TOBECHUKWU,3
TOBENNA,11
TOBEY,9
TOBI,25
TOBIAH,3
TOBIAS,596
TOBIAS-JAMES,4
TOBIASZ,13
TOBIE,10
TOBIN,7
TOBY,926
TOBY-JAMES,4
TOBY-LEE,4
TOBYN,4
TOD,3
TODD,22
TODOR,3
TOLA,7
TOLUWANIMI,8
TOM,53
TOMA,8
TOMAS,71
TOMASS,4
TOMASZ,20
TOMI,45
TOMMASO,24
TOMMI,9
TOMMIE,48
TOMMIE-LEE,6
TOMMY,1901
TOMMY-DEAN,5
TOMMY-GEORGE,6
TOMMY-JACK,3
TOMMY-JAMES,22
TOMMY-JAY,14
TOMMY-JOE,12
TOMMY-JOHN,7
TOMMY-JUNIOR,4
TOMMY-LEE,90
TOMMY-LEIGH,3
TOMMY-RAY,9
TOMMYLEE,5
TOMOS,87
TONI,12
TONY,33
TONY-JUNIOR,3
TOOBA,4
TOR,4
TORA,5
TORBEN,12
TOREN,3
TORI,17
TORIN,24
TORREN,4
TORRIN,3
TORSTEN,7
TORVI,33
TORY,6
TOUBA,3
TOVA,7
TOVE,6
TRACY,3
TRAE,6
TRAVIS,82
TREASURE,8
TREEVE,3
TRENT,33
TREVOR,11
TREY,25
TREYTON,3
TREYVON,3
TRIANA,3
TRINITY,24
TRISHA,19
TRISHAAN,7
TRISHIKA,7
TRISTAN,234
TRIXIE,33
TROI,7
TROY,69
TRU,3
TRUDY,8
TRUE,10
TRULY,5
TRYSTAN,12
TSION,3
TSZ,3
TUANA,5
TUCKER,10
TUDOR,65
TULA,7
TULIA,3
TULIP,7
TULLY,3
TULSI,5
TURAN,4
TURNER,7
TWM,7
TWYLA,6
TY,9
TYCE,3
TYDE,7
TYE,8
TYGER,7
TYLAN,4
TYLAR,3
TYLEN,3
TYLER,361
TYLER-JAMES,10
TYLER-JAY,7
TYLER-JOHN,3
TYMON,81
TYMOTEUSZ,46
TYNE,3
TYR,4
TYRA,6
TYRAH,3
TYREECE,3
TYRELL,6
TYRELLE,3
TYRESE,9
TYRION,4
TYRON,6
TYRONE,14
TYSON,49
TYTUS,3
TZIPPY,6
TZIVIA,3
TZVI,17
UBAID,9
UBAY,3
UBAYD,13
UCHENNA,4
UDAYVEER,6
UGNE,4
UGO,3
UGOCHUKWU,4
UGUR,4
UHTRED,3
ULA,10
ULLA,4
ULTAN,3
UMA,23
UMAIMA,17
UMAIMAH,9
UMAIR,22
UMAIRA,6
UMAIZA,48
UMAIZAH,3
UMAMA,3
UMAMAH,5
UMAR,188
UMAYMA,10
UMAYMAH,21
UMAYR,7
UMAYRAH,5
UMAYYAH,9
UMER,5
UMM,3
UMME,18
UMME-HAANI,4
UMME-HANI,6
UMRAH,3
UMUT,15
UNA,67
UNAISAH,3
UNAYSAH,3
UNIQUE,3
URAS,4
URAZ,3
URHAN,3
URI,3
URIAH,6
URIEL,21
URIELLA,3
URSA,3
URSULA,13
URSZULA,6
URTE,5
URVI,3
URWA,9
URWAH,11
USAMA,4
USAMAH,5
USAYD,11
USMAAN,9
USMAN,89
USWA,6
UTHMAAN,14
UTHMAN,40
UWAIS,5
UZAIR,33
UZAYR,16
UZMA,3
VAANI,25
VAANYA,3
VADA,7
VAEDA,4
VAIA,3
VAIBHAV,4
VAIDIK,3
VAILA,4
VAISHNAVI,4
VAKARIS,5
VALANKA,3
VALENCIA,56
VALENCIA-ROSE,6
VALENTIN,27
VALENTINA,202
VALENTINA-ROSE,3
VALENTINE,20
VALENTINO,57
VALERIA,25
VALERIE,33
VALERIO,5
VALLEY,3
VALLIE,6
VAMIKA,15
VANCE,4
VANESA,14
VANESSA,79
VANI,3
VANSH,9
VANYA,14
VARAD,3
VARDAAN,5
VARLEEN,3
VARUN,12
VARVARA,6
VASCO,4
VASIL,6
VASILE,6
VASILEIOS,7
VASILIS,9
VASILISA,11
VAUGHN,3
VAYA,4
VED,14
VEDA,11
VEDANSH,8
VEDANT,13
VEDANTH,5
VEDHA,3
VEDHIKA,3
VEDIKA,6
VEER,66
VEERA,13
VEERAN,6
VEGA,11
VELIA,3
VELISLAV,3
VENBA,3
VENICE,5
VENUS,7
VERA,61
VERITY,140
VERNON,5
VERONICA,65
VERONICA-ROSE,3
VERONIKA,20
VESPER,8
VIAAN,33
VIAANA,6
VIAANSH,6
VIAN,14
VIANA,9
VIANNA,3
VIBHA,4
VICENTE,15
VICKY,5
VICTOR,210
VICTORIA,401
VICTORY,6
VIDA,11
VIDHAAN,3
VIDHI,6
VIENNA,176
VIENNA-MAE,4
VIENNA-ROSE,33
VIGGO,18
VIHA,6
VIHAAN,63
VIHAN,8
VIHANA,10
VIKRAM,8
VIKTOR,34
VIKTORAS,3
VIKTORIA,22
VIKTORIJA,9
VILLANELLE,3
VILTE,10
VINCE,7
VINCENT,425
VINCENZO,32
VINNIE,477
VINNIE-JAMES,6
VINNIE-LEE,7
VINNY,94
VIOLA,27
VIOLET,1057
VIOLET-GRACE,8
VIOLET-LOUISE,3
VIOLET-MAE,5
VIOLET-MAY,9
VIOLET-RAE,3
VIOLET-ROSE,15
VIOLETA,7
VIOLETTA,6
VIOLETTE,17
VIR,4
VIRAAJ,13
VIRAJ,20
VIRANSH,3
VIRASAT,5
VIRAT,5
VIREN,5
VIRGINIA,8
VISHNU,5
VISHRUTH,4
VISMAYA,3
VITA,5
VITALI,4
VITO,7
VITORIA,5
VITTORIA,15
VITTORIO,5
VIVA,4
VIVAAN,28
VIVAN,6
VIVEN,3
VIVI,3
VIVIAN,18
VIVIANA,14
VIVIEN,29
VIVIENNE,106
VIYA,11
VIYAAN,15
VIYAN,19
VIYANA,7
VLAD,93
VLADA,3
VLADIMIR,64
VLADISLAV,4
VLADUT,3
VOGUE,21
VRAJ,3
VRISHANK,3
VUKAN,3
VY,5
VYAN,4
VYOM,10
WADE,27
WAEL,6
WAFAA,8
WAFI,5
WAHAAJ,3
WAHAJ,4
WAHENOOR,3
WAJEEHA,4
WAJIHA,11
WALEED,20
WALI,17
WALID,4
WALIYAH,4
WALKER,10
WALLACE,18
WALT,5
WALTER,155
WAN,3
WANDA,9
WANIA,15
WANIYA,17
WARD,3
WARDA,4
WARDAH,5
WAREESHA,4
WARIS,12
WARREN,32
WARWICK,3
WASEEM,10
WASIM,4
WASSIM,6
WATEEN,18
WATSON,6
WAVERLY,4
WAYLON,3
WAYNE,10
WEALTH,3
WEDNESDAY,7
WENDY,12
WERONIKA,18
WESLEY,60
WESTLEY,3
WESTON,12
WHITNEY,8
WIKTOR,53
WIKTORIA,44
WIL,6
WILBER,4
WILBERT,9
WILBUR,92
WILBY,9
WILDER,18
WILF,44
WILFIE,4
WILFRED,388
WILFRID,12
WILHELMINA,7
WILL,18
WILLA,32
WILLEM,8
WILLIAM,2093
WILLIAMS,3
WILLIS,3
WILLOUGHBY,5
WILLOW,2071
WILLOW-ANN,6
WILLOW-ANNE,3
WILLOW-FAITH,6
WILLOW-GRACE,35
WILLOW-IVY,3
WILLOW-JANE,3
WILLOW-MAE,19
WILLOW-MAI,3
WILLOW-MAY,11
WILLOW-RAE,9
WILLOW-ROSE,44
WILMA,7
WILSON,22
WINI,4
WINIFRED,80
WINNIE,250
WINNIE-MAE,6
WINNIE-RAE,5
WINNIE-ROSE,4
WINNIFRED,7
WINONA,12
WINSLET,3
WINSTON,36
WINTA,5
WINTER,189
WINTER-MAE,3
WINTER-RAE,4
WINTER-ROSE,28
WISAM,3
WISSAM,5
WITOLD,5
WOJCIECH,25
WOLF,19
WOLFE,16
WOLFGANG,13
WOLFIE,12
WOODROW,26
WOODY,126
WRAY,3
WREN,330
WRENN,5
WULFRIC,6
WYATT,156
WYLDER,6
WYN,5
WYNN,5
WYNNIE,7
WYNTER,138
WYNTER-GRACE,4
WYNTER-MAE,5
WYNTER-MAY,3
WYNTER-RAE,3
WYNTER-ROSE,36
XAIDEN,3
XANA,3
XANDER,308
XANTHE,36
XANTHIA,3
XAVI,9
XAVIAN,4
XAVIAR,4
XAVIER,263
XAVION,4
XENA,19
XENIA,17
XIAMARA,3
XIANNA,3
XIOMARA,3
XION,3
XYLA,7
XYLIA,3
XZAVIER,6
YAAKOV,5
YAASIR,5
YACINE,8
YACOB,6
YACOUB,3
YACQUB,3
YAD,10
YAEL,15
YAFET,4
YAGMUR,6
YAGO,4
YAHIA,6
YAHYA,377
YAHYAA,7
YAHYE,5
YAIR,3
YAKOV,18
YAKSH,3
YAKUB,11
YAKUP,6
YALDA,5
YALEENA,3
YALINA,3
YAMAN,11
YAMEEN,6
YAMEN,8
YAMIN,5
YAMINA,4
YAN,8
YANA,35
YANI,3
YANIS,29
YANISLAV,3
YANKY,4
YANN,5
YANNIS,20
YANSH,4
YAQEEN,4
YAQOOB,12
YAQOUB,6
YAQUB,111
YARA,112
YARED,5
YAREN,6
YASEEN,78
YASEMIN,5
YASEN,4
YASER,6
YASH,19
YASHFA,5
YASHIKA,7
YASHVI,6
YASHWIN,5
YASIN,55
YASIR,43
YASIRA,3
YASMEEN,21
YASMIN,127
YASMINA,32
YASMINE,42
YASNA,5
YASSEN,6
YASSER,20
YASSIN,12
YASSIR,8
YAVUZ,3
YAW,3
YAZ,4
YAZAN,40
YAZDAN,4
YAZEED,6
YAZMIN,15
YAZN,5
YEHUDA,28
YEKTA,4
YELENA,3
YEMARIAM,4
YEMAYA,3
YEMI,3
YESHAYA,4
YESHAYAHU,3
YESHUA,3
YI,7
YICHEN,3
YIDDY,4
YIGIT,7
YILIN,3
YISHAI,5
YISRAEL,3
YISROEL,14
YITTY,4
YITZCHOK,14
YLVA,5
YOAB,3
YOAN,9
YOANA,16
YOEL,25
YOHAN,13
YOHANA,4
YOHANNA,4
YOLIANA,3
YOLYANA,3
YOMNA,3
YONA,4
YONAH,4
YONATAN,13
YONIS,8
YORDAN,12
YORKABEL,8
YOSAN,3
YOSEF,23
YOSEPH,3
YOSIEF,5
YOSIF,3
YOSRA,3
YOSSI,14
YOSTINA,6
YOUCEF,7
YOUMNA,3
YOUNES,24
YOUNIS,29
YOUNUS,10
YOUSAF,18
YOUSEF,65
YOUSIF,34
YOUSRA,8
YOUSSEF,33
YOUSUF,63
YRIS,3
YSABELLA,3
YSELLA,8
YU,3
YUCHEN,3
YUEL,5
YUG,12
YUI,4
YUKI,4
YULIA,3
YULIYAN,3
YUMNA,35
YUNA,22
YUNAY,3
YUNES,5
YUNIS,19
YUNUS,145
YURI,7
YUSAF,4
YUSAIRAH,3
YUSAYRAH,10
YUSEF,18
YUSHA,44
YUSIF,4
YUSRA,157
YUSRAH,8
YUSSUF,7
YUSUF,628
YUVAAN,24
YUVAN,16
YUVEN,4
YUVIKA,3
YUVIN,3
YUVRAAJ,4
YUVRAJ,71
YVES,10
YVETTE,3
YVIE,3
YVONNE,11
Z'NAYAH,4
ZA'NIYAH,5
ZA'NYAH,5
ZAARA,14
ZAAVI,3
ZAC,198
ZACARI,5
ZACCAI,7
ZACH,126
ZACHARIA,11
ZACHARIAH,122
ZACHARIAS,8
ZACHARIYA,7
ZACHARIYAH,3
ZACHARY,1146
ZACHERY,7
ZACK,177
ZACKARIA,6
ZACKARIAH,5
ZACKARIYA,11
ZACKARIYAH,3
ZACKARY,43
ZACKERY,13
ZADE,6
ZADIE,44
ZAEEM,6
ZAEL,3
ZAFAR,3
ZAHA,7
ZAHAN,5
ZAHARA,14
ZAHEER,3
ZAHI,6
ZAHID,8
ZAHIR,15
ZAHIRA,5
ZAHIYAN,3
ZAHKAI,4
ZAHRA,269
ZAHRAA,11
ZAHRAH,13
ZAHRAN,7
ZAI,3
ZAIA,3
ZAID,60
ZAIDAN,8
ZAIDEN,21
ZAIFA,3
ZAILA,5
ZAIM,4
ZAIMA,5
ZAIN,228
ZAINA,31
ZAINAB,307
ZAINAH,7
ZAINE,10
ZAINUDDIN,3
ZAIRA,34
ZAIRAH,7
ZAIRE,11
ZAISHA,15
ZAIYAAN,4
ZAIYAN,11
ZAK,96
ZAKAI,17
ZAKAREYA,4
ZAKARI,6
ZAKARIA,87
ZAKARIAH,23
ZAKARIYA,334
ZAKARIYAH,27
ZAKARIYYA,57
ZAKARIYYAH,4
ZAKARY,19
ZAKARYA,8
ZAKI,27
ZAKIA,3
ZAKIAH,3
ZAKIR,5
ZAKIRAH,3
ZAKIYA,5
ZAKK,6
ZAKKARY,3
ZAKRIYA,4
ZAKWAN,3
ZALA,8
ZALAN,5
ZALIYAH,5
ZAMAL,4
ZAMAN,6
ZAMEER,3
ZAMIN,4
ZAMZAM,7
ZANA,10
ZANAYA,8
ZANAYAH,4
ZAND,8
ZANDA,3
ZANDER,63
ZANDILE,3
ZANE,112
ZANIB,3
ZANIYA,3
ZANIYAH,20
ZANYAR,4
ZARA,773
ZARA-ROSE,7
ZARAH,41
ZARAYAH,4
ZAREEF,3
ZAREEN,5
ZAREESH,5
ZARI,5
ZARIA,17
ZARIAH,34
ZARIF,3
ZARINA,10
ZARISHA,3
ZARIYA,12
ZARIYAH,14
ZARLISH,4
ZARNISH,12
ZAROON,4
ZARRAR,8
ZARWA,4
ZARYA,5
ZARYAN,3
ZAVIAN,24
ZAVIER,29
ZAVIYAN,7
ZAVIYAR,69
ZAY,3
ZAYA,30
ZAYAAN,160
ZAYAH,20
ZAYAN,170
ZAYANA,7
ZAYANAH,3
ZAYD,169
ZAYDAAN,7
ZAYDAN,28
ZAYDEN,67
ZAYED,13
ZAYLA,6
ZAYLAH,3
ZAYLEE,3
ZAYLEIGH,3
ZAYLEN,3
ZAYLIA,6
ZAYN,320
ZAYNA,46
ZAYNAB,133
ZAYNAH,41
ZAYNE,58
ZAYNEB,4
ZAYON,5
ZAYYAN,77
ZEA,3
ZEALAND,4
ZEB,3
ZEBEDEE,13
ZEBEDIAH,4
ZECHARIAH,6
ZED,5
ZEENA,10
ZEENAH,3
ZEENAT,15
ZEESHAN,13
ZEEVA,3
ZEHAAN,4
ZEHAN,4
ZEHNA,3
ZEHRA,7
ZEIN,5
ZEINA,7
ZEKAI,5
ZEKE,30
ZEKI,15
ZEKIEL,3
ZELAL,3
ZELDA,44
ZELIE,5
ZELIHA,4
ZELLA,3
ZEMA,3
ZEMIRAH,4
ZEN,25
ZENA,10
ZENAIDA,11
ZENAYA,19
ZENAYAH,17
ZENAYDA,4
ZENDAYA,39
ZENIA,4
ZENIYAH,8
ZENNON,3
ZENNOR,11
ZENO,11
ZENON,4
ZENTE,3
ZENYA,3
ZEON,5
ZEPH,5
ZEPHANIAH,29
ZEPHYR,49
ZERA,4
ZERAH,3
ZERYA,3
ZEUS,12
ZEV,11
ZEVI,9
ZEYA,7
ZEYAAN,5
ZEYAD,6
ZEYAN,3
ZEYD,7
ZEYNA,3
ZEYNAB,9
ZEYNEB,3
ZEYNEP,46
ZHAVIA,9
ZHURI,3
ZHYON,4
ZIA,30
ZIAAN,4
ZIAD,15
ZIAH,13
ZIAN,41
ZIANA,8
ZIANNA,5
ZIDAAN,24
ZIDAN,50
ZIDANE,49
ZIENA,3
ZIENNA,4
ZIGGY,150
ZIHAN,3
ZIKORA,9
ZIKRA,8
ZIMAL,64
ZINA,7
ZINEDEEN,3
ZINEDINE,13
ZINNIA,5
ZION,286
ZIPPORAH,3
ZIRACHI,7
ZIRWA,11
ZITA,3
ZIVA,30
ZIYA,22
ZIYAAD,12
ZIYAAN,18
ZIYAD,21
ZIYAH,13
ZIYAN,6
ZIYANA,10
ZIYU,3
ZLATA,3
ZLATAN,3
ZLATKO,4
ZOE,433
ZOEY,90
ZOFIA,148
ZOHA,46
ZOHAAN,36
ZOHAIB,17
ZOHAIR,6
ZOHAL,10
ZOHAN,125
ZOHRA,9
ZOIE,5
ZOJA,8
ZOLA,21
ZOLTAN,4
ZONAIRA,5
ZORA,42
ZORAIZ,16
ZORAVAR,9
ZORAWAR,50
ZORAYZ,8
ZOSIA,18
ZOYA,277
ZOYA-NOOR,3
ZOYAH,4
ZSELYKE,5
ZSOFIA,3
ZSOMBOR,3
ZUBAIR,15
ZUBAYR,6
ZUBIN,4
ZUHA,5
ZUHAAN,3
ZUHAIR,5
ZUHAYR,4
ZUKO,3
ZULAIKHA,11
ZULAYKHA,3
ZULQARNAIN,6
ZUMRA,6
ZUNAIR,4
ZUNAIRA,42
ZUNAIRAH,30
ZUNAISHA,21
ZUNAYRAH,7
ZUNISHA,3
ZURI,95
ZURIEL,25
ZURIELLE,4
ZUZANA,3
ZUZANNA,132
ZUZIA,3
ZVI,9
ZY'AIRE,3
ZYA,3
ZYAIR,4
ZYAIRE,14
ZYAN,19
ZYLA,9
ZYLAH,4
ZYNAH,5
ZYON,17
ZYRA,11
ZYRAH,3
ZYSHA,4
